NEXT
46.44,319.33
45.57,317.40
47.50,316.53
63.55,322.58
64.42,324.51
62.49,325.38
46.44,319.33
46.44,319.33
NEXT
49.87,310.22
65.93,316.27
66.80,318.20
64.87,319.08
48.82,313.03
47.94,311.10
49.87,310.22
49.87,310.22
49.87,310.22
NEXT
45.83,305.33
40.58,303.35
39.71,301.42
41.64,300.55
46.88,302.53
47.76,304.46
45.83,305.33
45.83,305.33
45.83,305.33
NEXT
38.28,325.34
33.04,323.36
32.16,321.43
34.09,320.56
39.34,322.54
40.22,324.47
38.28,325.34
38.28,325.34
38.28,325.34
NEXT
73.16,324.37
92.07,331.50
91.17,333.90
72.26,326.77
73.16,324.37
73.16,324.37
NEXT
52.63,344.88
60.05,336.56
67.80,330.10
70.80,331.25
105.40,342.36
121.02,343.55
108.49,334.15
75.17,319.65
72.57,318.68
71.24,306.86
71.16,295.72
73.72,288.94
73.75,288.77
102.44,299.58
103.29,297.33
72.22,285.62
69.00,284.41
64.72,282.79
61.41,284.30
59.49,289.38
49.00,300.87
41.79,298.15
36.83,300.39
39.07,305.36
45.30,307.70
42.98,313.17
40.65,320.52
34.26,318.11
29.30,320.36
31.55,325.32
39.10,328.16
39.68,341.94
36.99,349.10
38.48,352.41
45.98,355.24
46.04,355.25
77.06,366.95
77.91,364.69
49.21,353.88
49.29,353.74
52.63,344.88
52.63,344.88
NEXT
345.47,242.35
343.06,246.03
339.44,243.52
341.86,239.84
345.47,242.35
345.47,242.35
345.47,242.35
NEXT
343.75,249.26
338.90,248.27
336.17,244.14
337.15,239.29
341.28,236.55
346.14,237.54
348.87,241.67
347.88,246.53
343.75,249.26
343.75,249.26
343.75,249.26
NEXT
369.64,234.34
368.02,233.38
360.42,200.10
365.64,234.72
363.08,237.36
352.55,236.87
347.19,232.86
340.09,232.28
333.76,235.45
330.28,241.13
323.38,244.33
318.92,243.60
317.42,241.65
309.84,210.00
315.06,243.04
314.13,244.97
315.46,251.83
317.36,253.25
323.54,282.95
320.10,252.61
324.13,249.75
332.10,250.46
337.46,254.43
344.51,254.99
350.72,251.93
354.23,246.44
363.67,242.98
367.88,245.09
374.76,272.99
370.40,244.70
371.26,242.77
369.64,234.34
369.64,234.34
NEXT
340.42,245.86
339.15,244.36
336.66,244.84
339.07,247.99
339.22,248.08
340.63,245.98
340.42,245.86
340.42,245.86
340.42,245.86
NEXT
346.06,242.26
346.10,242.52
348.56,242.04
348.52,241.79
346.41,238.28
344.99,240.38
346.06,242.26
346.06,242.26
346.06,242.26
NEXT
345.50,244.87
345.40,245.01
347.49,246.42
347.55,246.34
348.61,242.52
346.12,243.00
345.50,244.87
345.50,244.87
345.50,244.87
NEXT
339.64,248.31
343.46,248.91
342.97,246.41
341.07,246.19
339.64,248.31
339.64,248.31
NEXT
338.93,243.65
339.25,241.44
337.15,240.03
336.47,244.13
336.53,244.38
338.99,243.90
338.93,243.65
338.93,243.65
338.93,243.65
NEXT
341.64,239.57
341.16,237.07
337.44,239.57
337.41,239.62
339.50,241.03
341.64,239.57
341.64,239.57
341.64,239.57
NEXT
343.44,246.32
343.93,248.82
347.20,246.80
345.08,245.38
343.44,246.32
343.44,246.32
343.44,246.32
NEXT
344.61,240.08
346.02,237.99
345.92,237.92
341.63,236.98
342.11,239.48
344.57,240.05
344.61,240.08
344.61,240.08
344.61,240.08
NEXT
275.90,464.65
271.89,469.23
267.66,471.33
258.91,474.90
241.03,481.03
238.50,481.83
241.16,481.81
259.91,482.42
269.18,483.54
273.66,484.61
275.71,485.46
277.12,486.70
277.18,487.39
276.82,488.27
275.56,490.07
272.39,493.42
265.37,499.57
250.50,510.96
243.01,516.36
251.53,512.74
267.13,506.84
283.19,503.04
287.18,502.94
290.67,503.83
292.49,506.31
292.51,509.95
289.87,517.50
285.77,524.58
282.66,529.20
287.59,526.59
305.50,518.08
324.13,512.00
328.78,511.57
333.21,512.29
341.26,516.96
348.04,523.82
353.66,531.70
356.16,535.86
357.00,531.05
361.47,514.90
365.66,508.41
366.99,507.52
367.69,507.29
368.56,507.11
372.31,507.20
379.98,509.70
387.30,513.76
400.78,523.98
408.05,530.40
403.90,521.62
400.55,513.15
398.59,504.43
398.67,500.28
400.04,497.10
401.29,496.17
402.12,495.84
403.07,495.58
407.34,495.10
416.43,495.57
425.59,496.91
443.77,500.92
458.16,504.67
445.37,497.06
428.47,485.74
NEXT
428.46,485.75
421.23,479.10
420.55,478.20
420.24,477.75
419.99,477.32
419.53,475.97
419.65,475.57
420.09,474.93
421.61,473.53
430.25,469.02
439.80,465.57
459.50,460.12
458.71,455.93
435.46,458.30
423.88,458.48
418.24,458.00
413.35,456.62
412.70,456.11
412.52,455.86
412.98,454.49
416.44,450.57
425.59,443.66
445.35,431.30
443.58,427.65
423.64,436.43
413.27,439.85
402.79,442.28
397.68,442.58
396.52,442.45
395.48,442.19
394.01,441.24
392.68,437.20
392.91,432.10
395.41,421.68
399.19,411.53
404.66,398.82
396.16,409.72
383.87,423.80
369.62,435.46
365.61,437.22
361.70,437.56
358.02,435.84
354.72,432.90
349.21,425.57
344.76,417.44
343.24,414.22
342.17,417.61
335.45,433.11
330.33,439.47
327.06,441.23
323.26,441.23
315.60,438.28
308.48,433.68
295.53,422.54
290.74,417.83
293.92,423.73
298.21,432.86
301.29,442.42
301.96,447.33
301.34,452.05
298.35,455.32
293.65,456.42
283.60,456.03
273.57,454.34
253.85,449.23
253.62,449.84
266.61,456.34
272.60,460.43
275.12,463.03
275.90,464.65
NEXT
306.61,489.06
311.30,487.70
312.27,487.51
312.61,487.79
312.61,487.97
312.62,488.00
312.34,488.57
311.36,489.00
306.66,490.35
306.61,489.06
306.61,489.06
NEXT
306.58,482.78
311.28,481.43
312.22,481.27
312.58,481.58
312.57,481.76
312.32,482.30
311.28,482.74
306.58,484.10
306.58,482.78
306.58,482.78
NEXT
319.13,479.48
319.13,479.16
319.05,478.48
318.37,476.84
317.16,475.58
315.56,474.90
313.77,474.98
300.15,478.91
300.26,497.93
313.88,494.00
315.82,492.94
317.54,491.10
318.75,488.91
319.21,486.74
319.20,486.39
319.18,486.13
319.15,485.82
318.54,484.33
317.64,483.22
318.63,481.50
319.13,479.48
319.13,479.48
319.13,479.48
NEXT
331.47,475.46
329.52,476.28
328.30,477.42
327.68,478.83
327.50,480.55
327.52,480.60
327.63,481.80
328.73,483.49
331.56,483.35
334.66,481.44
335.50,478.30
335.49,478.24
335.47,477.67
335.39,477.10
334.26,475.38
331.47,475.46
331.47,475.46
331.47,475.46
NEXT
331.56,489.05
327.68,489.76
324.58,489.37
322.38,487.72
321.18,484.68
320.99,482.48
320.97,482.43
321.70,477.84
323.82,474.25
327.12,471.60
331.45,469.80
335.30,469.09
338.43,469.48
340.64,471.09
341.85,474.07
341.97,475.18
342.02,476.36
342.03,476.41
341.27,481.08
339.18,484.66
335.87,487.28
331.56,489.05
331.56,489.05
331.56,489.05
NEXT
354.38,468.85
352.42,469.68
351.20,470.82
350.59,472.22
350.41,473.94
350.42,474.00
350.53,475.19
351.64,476.89
354.46,476.75
357.56,474.83
358.41,471.69
358.39,471.64
358.37,471.06
358.30,470.50
357.16,468.78
354.38,468.85
354.38,468.85
354.38,468.85
NEXT
354.47,482.44
350.58,483.15
347.49,482.76
345.29,481.12
344.09,478.07
343.89,475.88
343.88,475.82
344.60,471.23
346.72,467.64
350.02,464.99
354.35,463.19
358.21,462.49
361.33,462.87
363.55,464.48
364.76,467.47
364.87,468.57
364.92,469.76
364.94,469.81
364.18,474.47
362.08,478.06
358.78,480.67
354.47,482.44
354.47,482.44
354.47,482.44
NEXT
389.28,472.26
382.86,474.11
382.82,466.67
378.65,475.32
377.58,475.63
373.27,469.42
373.31,476.86
366.92,478.71
366.81,459.69
373.31,457.81
377.82,464.11
382.16,455.26
389.18,453.24
389.28,472.26
389.28,472.26
NEXT
391.23,471.70
391.21,465.97
397.61,464.13
397.62,469.85
391.23,471.70
391.23,471.70
NEXT
397.51,450.83
397.56,462.86
391.17,464.70
391.12,452.68
397.51,450.83
397.51,450.83
NEXT
449.53,87.31
447.63,86.59
447.53,88.17
447.52,90.56
447.14,93.23
446.23,91.82
445.96,88.89
445.31,87.12
443.53,88.35
444.47,86.03
444.68,84.80
441.74,85.27
442.91,83.81
444.30,82.84
443.03,80.74
443.83,79.82
445.34,81.44
445.82,78.98
446.12,76.33
447.26,77.84
447.22,80.80
447.64,82.52
448.60,80.82
449.15,82.64
450.91,83.76
451.27,84.63
449.34,85.46
449.55,87.27
449.53,87.31
449.53,87.31
NEXT
48.00,109.67
46.10,108.96
45.99,110.54
45.98,112.93
45.61,115.60
44.70,114.19
44.42,111.26
43.78,109.49
42.00,110.72
42.93,108.40
43.15,107.17
40.21,107.64
41.37,106.17
42.77,105.20
41.50,103.11
42.30,102.19
43.80,103.81
44.29,101.35
44.59,98.70
45.73,100.21
45.68,103.17
46.11,104.89
47.07,103.19
47.62,105.01
49.38,106.13
49.73,107.00
47.80,107.83
48.01,109.64
48.00,109.67
48.00,109.67
NEXT
112.03,494.15
110.13,493.44
110.02,495.02
110.01,497.41
109.64,500.07
108.73,498.66
108.45,495.73
107.80,493.97
106.03,495.20
106.96,492.87
107.18,491.64
104.24,492.11
105.40,490.65
106.80,489.68
105.53,487.58
106.33,486.66
107.83,488.28
108.32,485.82
108.61,483.17
109.76,484.68
109.71,487.65
110.14,489.37
111.09,487.67
111.65,489.48
113.41,490.60
113.76,491.48
111.83,492.30
112.04,494.12
112.03,494.15
112.03,494.15
NEXT
250.03,401.52
253.51,403.45
NEXT
242.29,399.20
245.77,401.52
NEXT
260.86,395.71
260.86,397.65
NEXT
201.68,392.23
193.56,394.94
NEXT
243.07,391.07
245.00,393.00
NEXT
234.56,389.13
237.65,389.52
NEXT
254.28,387.58
253.52,392.16
249.26,393.78
NEXT
239.20,387.58
238.81,392.23
NEXT
263.57,386.42
266.46,390.55
265.72,396.06
261.44,398.42
258.90,402.21
254.39,404.07
251.54,407.07
247.04,408.39
243.10,406.44
238.04,399.97
NEXT
246.16,381.39
251.19,381.78
NEXT
242.68,377.91
240.31,381.39
242.68,385.26
NEXT
235.72,376.36
232.17,380.23
231.74,385.33
234.56,389.13
233.04,396.10
238.42,398.81
NEXT
253.51,375.58
256.99,380.23
NEXT
169.57,372.87
172.28,372.87
NEXT
238.04,376.74
235.86,374.73
237.67,371.49
243.45,371.32
NEXT
242.68,372.87
246.17,370.09
250.40,370.55
253.51,375.58
257.70,374.65
261.59,376.76
264.31,382.94
261.63,388.74
NEXT
244.23,360.49
251.58,363.71
260.09,367.88
268.25,376.21
272.35,387.20
270.45,400.33
261.63,409.93
252.19,411.77
242.68,409.90
230.69,404.52
225.66,402.22
222.18,401.61
